panchayat_id,panchayat_name,village_name,block_name,district_name,centroid_lat,centroid_lon,dist_to_coast_km,dist_to_water_km,historical_rain_bias,elevation_mean,elevation_std,elevation_min,elevation_max,slope_mean,aspect_mean,lulc_tree_pct,lulc_shrub_pct,lulc_grass_pct,lulc_crop_pct,lulc_urban_pct,lulc_water_pct,lulc_bare_pct
MH_487_550382,Hingane Dehere,Hingane Dehere,Nandgaon,Nashik,20.32543,74.85506,225.23,51.8,-15.0,433.4,30.3,397.0,469.8,3.2,263.9,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550383,Pimpri_Haveli,Pimpri_Haveli,Nandgaon,Nashik,20.30499,74.83878,223.28,49.0,-15.0,435.3,30.5,398.7,471.9,3.2,263.2,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550384,Pardhadi,Pardhadi,Nandgaon,Nashik,20.30288,74.8081,220.08,46.57,-15.0,439.0,30.7,402.2,475.9,3.2,261.9,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550373,Birole,Birole,Nandgaon,Nashik,20.37284,74.78291,218.09,50.9,-15.0,442.1,30.9,405.0,479.1,3.2,260.9,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550372,Naydongari,Naydongari,Nandgaon,Nashik,20.35859,74.82618,222.46,52.43,-15.0,436.9,30.6,400.1,473.6,3.2,262.7,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550392,Kasari,Kasari,Nandgaon,Nashik,20.22718,74.76394,214.31,37.38,-15.0,444.3,31.1,407.0,481.6,3.2,260.1,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550388,Ganeshnagar,Ganeshnagar,Nandgaon,Nashik,20.2332,74.75119,213.07,36.88,-15.0,445.9,31.2,408.4,483.3,3.2,259.5,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550297,Nardane,Nardane,Malegaon,Nashik,20.5089,74.74653,216.1,62.16,-15.0,446.4,31.2,409.0,483.9,3.2,259.4,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550289,Sakur,Sakur,Malegaon,Nashik,20.55066,74.78137,220.43,67.9,-15.0,442.2,31.0,405.0,479.4,3.2,260.8,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550288,Dapur,Dapur,Malegaon,Nashik,20.57068,74.75663,218.29,68.87,-15.0,445.2,31.2,407.8,482.6,3.2,259.8,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550287,Deoghat,Deoghat,Malegaon,Nashik,20.59285,74.78781,221.94,72.43,-15.0,441.5,30.9,404.4,478.5,3.2,261.1,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550371,Sawargaon,Sawargaon,Nandgaon,Nashik,20.40825,74.80728,220.97,55.58,-15.0,439.1,30.7,402.3,476.0,3.2,261.9,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550365,Amode,Amode,Nandgaon,Nashik,20.49507,74.76858,218.14,61.77,-15.0,443.8,31.1,406.5,481.1,3.2,260.3,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550364,Borale,Borale,Nandgaon,Nashik,20.48218,74.75352,216.39,59.78,-15.0,445.6,31.2,408.1,483.0,3.2,259.6,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550370,Palashi,Palashi,Nandgaon,Nashik,20.42775,74.78421,218.81,56.05,-15.0,441.9,30.9,404.8,479.0,3.2,260.9,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550366,Manglane,Manglane,Nandgaon,Nashik,20.46001,74.78533,219.35,59.18,-15.0,441.8,30.9,404.7,478.8,3.2,261.0,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550283,Padalde,Padalde,Malegaon,Nashik,20.63276,74.78855,222.9,76.52,-15.0,441.4,30.9,404.3,478.5,3.2,261.1,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550286,Hiswal Bk,Hiswal Bk,Malegaon,Nashik,20.61605,74.75616,219.22,73.53,-15.0,445.3,31.2,407.8,482.7,3.2,259.8,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550205,Palasdare,Palasdare,Malegaon,Nashik,20.6518,74.75242,219.69,77.11,-15.0,445.7,31.2,408.3,483.1,3.2,259.6,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550252,Jalgaon,Jalgaon,Malegaon,Nashik,20.40953,74.48545,187.65,45.56,-15.0,477.7,33.4,437.7,517.8,3.2,248.4,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_550876,Kacharpada,Kacharpada,Trimbakeshwar,Nashik,20.02822,73.38792,69.05,17.79,35.0,918.5,64.3,841.4,995.7,14.5,202.3,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550861,Walan,Walan,Trimbakeshwar,Nashik,20.07583,73.29562,60.25,28.77,19.5,976.0,68.3,894.1,1058.0,14.5,198.4,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_551023,Shevgedang,Shevgedang,Igatpuri,Nashik,19.8442,73.54794,86.65,10.82,43.0,814.2,57.0,745.8,882.6,14.5,209.0,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550572,Manori,Manori,Dindori,Nashik,20.0909,73.80738,113.35,11.37,-0.2,559.1,39.1,512.2,606.0,3.2,219.9,8.0,6.0,4.0,72.0,6.0,4.0,0.0
MH_487_550975,Govardhan,Govardhan,Nashik,Nashik,20.03465,73.71241,102.9,9.51,2.0,724.1,50.7,663.3,785.0,14.5,215.9,8.0,6.0,4.0,72.0,6.0,4.0,0.0
MH_487_551220,Atkawade,Atkawade,Sinnar,Nashik,19.80026,73.99464,132.82,30.05,-4.4,536.6,37.6,491.5,581.8,3.2,227.8,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_487_551161,Gurewadi,Gurewadi,Sinnar,Nashik,19.81938,74.03352,137.32,30.06,-5.3,532.0,37.2,487.3,576.6,3.2,229.4,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_487_551361,Manori Kh,Manori Kh,Niphad,Nashik,20.03965,74.29718,163.93,20.06,-11.2,500.3,35.0,458.3,542.3,3.2,240.5,8.0,6.0,4.0,72.0,6.0,4.0,0.0
MH_487_551375,Sonewadi Kh,Sonewadi Kh,Niphad,Nashik,20.11112,74.14914,149.07,5.36,-7.9,518.1,36.3,474.5,561.7,3.2,234.3,8.0,6.0,4.0,72.0,6.0,4.0,0.0
MH_487_551376,Sonewadi Bk,Sonewadi Bk,Niphad,Nashik,20.11026,74.16889,151.12,7.01,-8.3,515.7,36.1,472.4,559.1,3.2,235.1,8.0,6.0,4.0,72.0,6.0,4.0,0.0
MH_487_551466,Vadgaon Balhe,Vadgaon Balhe,Yevla,Nashik,20.06116,74.50678,185.91,6.84,-15.0,475.2,33.3,435.2,515.1,3.2,249.3,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_487_551483,Angangaon,Angangaon,Yevla,Nashik,20.04372,74.46322,181.28,6.2,-14.9,480.4,33.6,440.1,520.7,3.2,247.5,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_487_551518,Pimpalkhute Bk,Pimpalkhute Bk,Yevla,Nashik,20.01702,74.65432,201.15,16.24,-15.0,457.5,32.0,419.1,495.9,3.2,255.5,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_487_551463,Nyaharkhede Kh,Nyaharkhede Kh,Yevla,Nashik,20.08198,74.6184,197.68,15.36,-15.0,461.8,32.3,423.0,500.6,3.2,254.0,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_487_549729,Waghadi,Waghadi,Surgana,Nashik,20.49598,73.52008,91.61,61.83,44.6,860.3,60.2,788.0,932.5,14.5,207.8,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_487_550629,Mavadi,Mavadi,Dindori,Nashik,20.30921,73.92877,128.76,31.74,-2.9,544.5,38.1,498.8,590.3,3.2,225.0,8.0,6.0,4.0,72.0,6.0,4.0,0.0
MH_487_549833,Pimple Bk,Pimple Bk,Kalwan,Nashik,20.59456,73.94735,137.21,59.68,-3.3,542.3,38.0,496.7,587.9,3.2,225.8,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_487_549957,Varhale,Varhale,Deola,Nashik,20.42198,74.4004,179.03,48.06,-13.5,488.0,34.2,446.9,529.0,3.2,244.8,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_487_549950,Nimbole,Nimbole,Deola,Nashik,20.50597,74.34178,174.51,53.18,-12.2,495.0,34.6,453.5,536.5,3.2,242.4,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_472_529175,Kolari,Kolari,Chikhli,Buldhana,20.46454,76.24761,371.06,93.76,-15.0,295.0,20.7,270.2,319.9,1.5,322.4,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_486_525740,Lonkheda,Lonkheda,Nandurbar,Nandurbar,21.42539,74.22306,208.87,14.15,-9.5,509.2,35.6,466.5,552.0,3.2,237.4,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_476_538359,Silapur,Silapur,Deori,Gondia,21.11181,80.4027,807.74,352.99,-15.0,211.9,14.8,194.2,229.7,1.5,136.9,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_466_557288,Lahit Kh,Lahit Kh,Akola,Ahmednagar,19.40191,74.06363,132.53,71.39,-5.9,528.4,37.0,484.0,572.8,3.2,230.7,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_471_537281,Rengepar,Rengepar,Pauni,Bhandara,20.97401,79.75751,739.6,287.19,-15.0,224.8,15.7,206.0,243.7,1.5,109.8,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_476_538070,Bolunda,Bolunda,Sadak-Arjuni,Gondia,21.22045,80.06249,774.05,317.47,-15.0,218.8,15.3,200.4,237.1,1.5,122.6,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_479_547657,Khanepuri,Khanepuri,Jalna,Jalna,19.76497,75.98225,335.84,77.29,-15.0,300.4,21.0,275.2,325.6,1.5,311.3,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_473_541751,Charli,Charli,Rajura,Chandrapur,19.84869,79.2557,677.94,221.28,-15.0,234.9,16.4,215.2,254.6,1.5,88.7,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_486_525761,Ranale Kh,Ranale Kh,Nandurbar,Nandurbar,21.34098,74.12538,195.08,8.97,-7.3,521.0,36.5,477.2,564.8,3.2,233.3,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_484_275734,Ashti,Ashti,Central,Nagpur,21.26045,79.37484,704.04,246.24,-15.0,232.5,16.3,212.9,252.1,1.5,93.7,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_493_568364,Ladegaon,Ladegaon,Walwa,Sangli,16.96417,74.23154,99.11,29.57,-9.7,508.2,35.6,465.5,550.9,3.2,237.7,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_466_557593,Shingave,Shingave,Rahta,Ahmednagar,19.80209,74.54298,187.97,22.46,-15.0,470.8,33.0,431.2,510.4,3.2,250.8,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_468_532857,Shivni Bk,Shivni Bk,Bhatkuli,Amravati,20.83645,77.65902,521.24,79.46,-15.0,266.8,18.7,244.4,289.3,1.5,21.7,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_475_539500,Jarawandi,Jarawandi,Etapalli,Gadchiroli,19.99428,80.44293,802.78,344.01,-15.0,211.1,14.8,193.4,228.9,1.5,138.6,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_470_560059,Ghatnandur,Ghatnandur,Ambejogai,Beed,18.73416,76.562,380.72,87.64,-15.0,288.8,20.2,264.5,313.0,1.5,335.6,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_492_565365,Katalwadi Tarf Anjanwel,Katalwadi Tarf Anjanwel,Guhagar,Ratnagiri,17.52989,73.16885,32.25,132.49,5.0,958.7,67.1,878.2,1039.2,14.5,193.1,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_499_530781,Jamb,Jamb,Mangrulpir,Washim,20.32027,77.29475,478.1,102.51,-15.0,274.1,19.2,251.1,297.1,1.5,6.4,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_480_567031,Jawali,Jawali,Shahuwadi,Kolhapur,16.94131,73.85152,58.91,45.78,-1.2,553.8,38.8,507.3,600.4,3.2,221.8,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_485_545014,Khaprala,Khaprala,Biloli,Nanded,18.84599,77.68271,498.26,49.17,-15.0,266.3,18.6,244.0,288.7,1.5,22.7,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_497_552986,Bhopar,Bhopar,Kalyan,Thane,19.19447,73.07422,36.75,95.67,1.2,52.9,3.7,48.5,57.4,1.8,189.1,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_475_538594,Wadadha,Wadadha,Armori,Gadchiroli,20.34707,80.09136,769.48,323.4,-15.0,218.2,15.3,199.8,236.5,1.5,123.8,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_468_533332,Zadgaon,Zadgaon,Dhamangaon Railway,Amravati,20.75699,78.25844,582.28,139.63,-15.0,254.8,17.8,233.5,276.2,1.5,46.9,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_494_563053,Renawale,Renawale,Wai,Satara,18.01214,73.76748,75.12,58.24,0.7,600.1,42.0,549.7,650.5,14.5,218.2,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_474_526466,Behed,Behed,Dhule,Dhule,21.10718,74.61227,223.07,47.81,-15.0,462.5,32.4,423.6,501.4,3.2,253.7,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_485_545670,Pendpalli,Pendpalli,Deglur,Nanded,18.44337,77.51942,473.34,76.58,-15.0,269.6,18.9,246.9,292.3,1.5,15.8,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_492_564931,Bhopan,Bhopan,Dapoli,Ratnagiri,17.61695,73.23613,26.46,120.49,11.2,918.3,64.3,841.2,995.5,14.5,195.9,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_468_532573,Ghota,Ghota,Teosa,Amravati,20.97291,78.04617,563.07,111.44,-15.0,259.1,18.1,237.4,280.8,1.5,37.9,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_468_532205,Bhalond,Bhalond,Morshi,Amravati,21.31999,77.83597,548.31,87.65,-15.0,263.3,18.4,241.2,285.4,1.5,29.1,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_476_537654,Dhanutola,Dhanutola,Goregaon,Gondia,21.3952,80.1344,784.06,325.45,-15.0,217.3,15.2,199.1,235.6,1.5,125.6,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_476_537688,Alebedar,Alebedar,Goregaon,Gondia,21.29541,80.06619,775.51,317.94,-15.0,218.7,15.3,200.3,237.0,1.5,122.8,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_499_530802,Golwadi,Golwadi,Mangrulpir,Washim,20.28315,77.29351,477.71,106.42,-15.0,274.1,19.2,251.1,297.2,1.5,6.3,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_484_535097,Deoli,Deoli,Kalameshwar,Nagpur,21.38028,78.75321,642.75,182.75,-15.0,244.9,17.1,224.4,265.5,1.5,67.6,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_475_539189,Suimara,Suimara,Gadchiroli,Gadchiroli,20.05493,80.16174,773.91,318.05,-15.0,216.8,15.2,198.5,235.0,1.5,126.8,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_481_560555,Daithana,Daithana,Shirur-Anantpal,Latur,18.35547,76.91916,409.26,91.99,-15.0,281.6,19.7,258.0,305.3,1.5,350.6,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_486_525195,Surung,Surung,Akrani,Nandurbar,21.91376,74.21637,247.13,68.27,-9.4,510.0,35.7,467.2,552.9,3.2,237.1,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_473_540542,Umari Butti,Umari Butti,Chimur,Chandrapur,20.5409,79.41399,700.1,261.3,-15.0,231.7,16.2,212.3,251.2,1.5,95.4,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_478_527654,Adgaon,Adgaon,Parola,Jalgaon,20.75656,75.08988,256.52,56.39,-15.0,318.2,22.3,291.4,345.0,1.5,273.8,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_492_564725,Sheware,Sheware,Mandangad,Ratnagiri,17.93152,73.15104,14.98,99.39,3.9,969.4,67.9,887.9,1050.9,14.5,192.3,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_467_529668,Warud Wadner,Warud Wadner,Telhara,Akola,20.95729,76.8117,436.22,33.32,-15.0,283.8,19.9,259.9,307.6,1.5,346.1,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_498_534283,Dagapur,Dagapur,Deoli,Wardha,20.6399,78.50176,606.47,167.95,-15.0,250.0,17.5,229.0,271.0,1.5,57.1,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_473_540782,Dhanoli Poha Chak,Dhanoli Poha Chak,Brahmapuri,Chandrapur,20.56212,79.86462,747.07,305.94,-15.0,222.7,15.6,204.0,241.4,1.5,114.3,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_488_561435,Pawarwadi,Pawarwadi,Osmanabad,Osmanabad,18.28781,76.08077,320.62,73.45,-15.0,298.4,20.9,273.3,323.5,1.5,315.4,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_498_533893,Juwadi,Juwadi,Seloo,Wardha,20.88089,78.65476,624.61,175.36,-15.0,246.9,17.3,226.1,267.7,1.5,63.5,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_498_534339,Dapori,Dapori,Deoli,Wardha,20.5519,78.54215,609.7,175.68,-15.0,249.2,17.4,228.3,270.0,1.5,58.8,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_478_527855,Vishnunagar,Vishnunagar,Chalisgaon,Jalgaon,20.35745,74.92599,232.83,59.64,-15.0,424.9,29.7,389.2,460.5,3.2,266.9,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_488_561764,Kanthekur,Kanthekur,Umarga,Osmanabad,17.77792,76.5185,352.59,67.04,-15.0,289.6,20.3,265.3,314.0,1.5,333.8,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_477_545819,Jamrun Bk,Jamrun Bk,Sengaon,Hingoli,19.79627,76.93699,435.59,86.27,-15.0,281.3,19.7,257.6,304.9,1.5,351.4,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_486_525496,Khed Digar,Khed Digar,Shahade,Nandurbar,21.66273,74.57037,253.35,55.64,-15.0,467.6,32.7,428.3,506.8,3.2,252.0,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_486_525924,Malai,Malai,Nawapur,Nandurbar,21.16924,74.05166,177.16,21.16,-5.7,529.8,37.1,485.3,574.3,3.2,230.2,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_500_543140,Sangam,Sangam,Mahagaon,Yavatmal,19.86839,77.8817,534.73,104.97,-15.0,262.4,18.4,240.3,284.4,1.5,31.0,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_478_527627,Undanidigar,Undanidigar,Parola,Jalgaon,20.82583,75.09843,259.29,52.13,-15.0,318.0,22.3,291.3,344.8,1.5,274.1,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_470_559390,Talewadi,Talewadi,Manjlegaon,Beed,19.06177,76.16485,349.87,103.03,-15.0,296.7,20.8,271.7,321.7,1.5,318.9,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_491_554473,Kumbharghar,Kumbharghar,Sudhagad,Raigad,18.62953,73.23541,38.52,65.72,11.1,947.1,66.3,867.5,1026.6,14.5,195.9,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_489_546954,Devinagar Tanda,Devinagar Tanda,Sonpeth,Parbhani,19.00982,76.59748,393.35,74.51,-15.0,288.1,20.2,263.8,312.3,1.5,337.1,52.0,18.0,8.0,16.0,2.0,4.0,0.0
MH_466_557407,Sangvi,Sangvi,Sangamner,Ahmednagar,19.52194,74.09059,135.99,60.81,-6.5,525.1,36.8,481.0,569.3,3.2,231.8,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_468_531785,Hantoda,Hantoda,Anjangaon Surji,Amravati,21.14983,77.28511,488.54,30.08,-15.0,274.3,19.2,251.3,297.3,1.5,6.0,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_494_564339,Dongarobachiwadi,Dongarobachiwadi,Patan,Satara,17.34913,73.90605,75.76,78.66,-2.4,547.3,38.3,501.3,593.2,3.2,224.1,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_486_525452,Ranipur,Ranipur,Shahade,Nandurbar,21.74027,74.50476,253.86,58.23,-15.0,475.4,33.3,435.5,515.4,3.2,249.2,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_486_525660,Nimboni Bk,Nimboni Bk,Nandurbar,Nandurbar,21.37779,74.13925,198.84,10.7,-7.6,519.3,36.4,475.6,563.0,3.2,233.8,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_480_568187,Hallarwadi,Hallarwadi,Chandgad,Kolhapur,15.91223,74.2676,68.44,87.89,-10.5,729.8,58.4,642.2,817.4,2.5,227.9,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_500_542790,Aregaon Kh,Aregaon Kh,Pusad,Yavatmal,19.92373,77.62468,508.53,97.71,-15.0,267.5,18.7,245.1,289.9,1.5,20.2,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_476_537755,Marartola,Marartola,Gondiya,Gondia,21.59927,80.19067,793.43,333.29,-15.0,216.2,15.1,198.1,234.3,1.5,128.0,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_469_548449,Shindol,Shindol,Soegaon,Aurangabad,20.53081,75.25403,268.77,62.06,-15.0,314.9,22.0,288.5,341.3,1.5,280.7,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_473_541634,Hirapur,Hirapur,Korpana,Chandrapur,19.8026,79.11047,662.5,205.27,-15.0,237.8,16.6,217.9,257.7,1.5,82.6,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_479_547867,Bhagawan Nagar,Bhagawan Nagar,Ambad,Jalna,19.39616,75.69071,303.18,42.56,-15.0,306.2,21.4,280.5,331.9,1.5,299.0,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_468_532210,Indur,Indur,Morshi,Amravati,21.32462,77.87757,552.63,91.99,-15.0,262.4,18.4,240.4,284.5,1.5,30.9,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_480_567851,Palyachahuda,Palyachahuda,Bhudargad,Kolhapur,16.14064,74.02967,52.9,64.8,-5.2,532.4,37.3,487.7,577.2,3.2,229.2,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_484_536437,Channa,Channa,Kuhi,Nagpur,20.97179,79.52472,715.52,263.16,-15.0,229.5,16.1,210.2,248.8,1.5,100.0,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_500_544005,Surdapur,Surdapur,Wani,Yavatmal,19.95653,79.03003,655.18,204.8,-15.0,239.4,16.8,219.2,259.6,1.5,79.3,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_468_532865,Umari Mamdabad,Umari Mamdabad,Daryapur,Amravati,21.04286,77.2545,483.14,31.66,-15.0,274.9,19.2,251.9,297.9,1.5,4.7,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_476_538363,Zunzaritola,Zunzaritola,Deori,Gondia,21.13113,80.31934,799.37,344.27,-15.0,213.6,15.0,195.6,231.6,1.5,133.4,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_491_555030,Sheltoli,Sheltoli,Mahad,Raigad,18.12028,73.50262,55.63,58.48,45.0,763.8,53.5,699.6,828.0,14.5,207.1,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_485_544683,Khadki,Khadki,Nanded,Nanded,19.20992,77.22001,461.91,14.83,-15.0,275.6,19.3,252.4,298.8,1.5,3.2,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_481_560115,Wanjarkheda Tanda,Wanjarkheda Tanda,Latur,Latur,18.52415,76.36005,354.49,108.69,-15.0,292.8,20.5,268.2,317.4,1.5,327.1,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_468_533029,Watpur,Watpur,Nandgaon-Khandeshwar,Amravati,20.76229,77.66993,521.44,84.89,-15.0,266.6,18.7,244.2,289.0,1.5,22.1,4.0,22.0,14.0,52.0,3.0,1.0,4.0
MH_479_547686,Rajewadi,Rajewadi,Badnapur,Jalna,20.02907,75.63786,303.91,68.64,-15.0,307.2,21.5,281.4,333.0,1.5,296.8,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_466_557748,Narayanwadi,Narayanwadi,Nevasa,Ahmednagar,19.48365,74.89444,219.81,42.55,-15.0,428.7,30.0,392.7,464.7,3.2,265.6,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_481_560856,Halsi [Ha,Halsi [Ha,Nilanga,Latur,17.96904,76.72682,379.39,94.45,-15.0,285.5,20.0,261.5,309.5,1.5,342.5,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_484_536609,Tas,Tas,Bhiwapur,Nagpur,20.78669,79.49313,710.5,262.87,-15.0,230.1,16.1,210.8,249.5,1.5,98.7,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_475_538763,Jamnara,Jamnara,Korchi,Gadchiroli,20.75974,80.45143,809.61,361.66,-15.0,211.0,14.8,193.2,228.7,1.5,139.0,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_469_548817,Bangaon,Bangaon,Aurangabad,Aurangabad,19.92338,75.54111,292.86,53.42,-15.0,309.2,21.6,283.3,335.1,1.5,292.7,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_485_545690,Kabirwadi,Kabirwadi,Deglur,Nanded,18.31838,77.37105,455.93,87.23,-15.0,272.6,19.1,249.7,295.5,1.5,9.6,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_500_543473,Maregaon,Maregaon,Kelapur,Yavatmal,20.07797,78.51415,602.75,167.34,-15.0,249.7,17.5,228.7,270.7,1.5,57.6,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_479_548041,Chincholi,Chincholi,Partur,Jalna,19.56541,76.32374,369.84,107.53,-15.0,293.5,20.5,268.9,318.1,1.5,325.6,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_494_563955,Ramkrushna Nagar,Ramkrushna Nagar,Satara,Satara,17.46878,74.07956,98.43,86.44,-6.3,526.5,36.9,482.2,570.7,3.2,231.3,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_469_549149,Narayanpur,Narayanpur,Vaijapur,Aurangabad,19.80528,74.6695,200.95,27.98,-15.0,455.7,31.9,417.4,493.9,3.2,256.1,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_473_540436,Jambhul Ghat,Jambhul Ghat,Chimur,Chandrapur,20.55133,79.45593,704.53,265.15,-15.0,230.9,16.2,211.4,250.3,1.5,97.1,12.0,14.0,10.0,58.0,4.0,2.0,0.0
MH_481_560624,Sindala Jahagir,Sindala Jahagir,Ausa,Latur,18.32605,76.59563,375.0,105.18,-15.0,288.1,20.2,263.8,312.3,1.5,337.0,12.0,14.0,10.0,58.0,4.0,2.0,0.0
