panchayat_id,panchayat_name,village_name,block_name,district_name,centroid_lat,centroid_lon,dist_to_coast_km,dist_to_water_km,historical_rain_bias,elevation_mean,elevation_std,elevation_min,elevation_max,slope_mean,aspect_mean,lulc_tree_pct,lulc_shrub_pct,lulc_grass_pct,lulc_crop_pct,lulc_urban_pct,lulc_water_pct,lulc_bare_pct,block_rain_mean,block_temp_max,block_temp_min,layer_b_deviation,layer_c_residual,downscaled_rain_pred,rain_ci_lower_80,rain_ci_upper_80,rain_ci_lower_95,rain_ci_upper_95,uncertainty_std,confidence_level,dominant_factor,forecast_source,forecast_status,forecast_issued_date,forecast_valid_date,forecast_source_url,observed_24h_mm,observed_24h_date,observed_24h_status,downscaled_tmax_pred,downscaled_tmin_pred,downscaled_rh_pred
MH_PUNE_556958,Pingalevasti,Pingalevasti,Baramati,Pune,18.08611,74.4296,144.99,17.41,-12.0,540.0,43.2,475.2,604.8,3.0,233.9,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-6.785842639848326,9.27,5.8,12.97,1.27,15.87,3.69,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.6,21.1,63.7
MH_PUNE_556957,Sirshane,Sirshane,Baramati,Pune,18.09117,74.43992,146.18,16.19,-12.0,539.3,43.1,474.7,604.0,3.0,234.3,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-6.842574659016683,9.32,5.42,12.6,1.54,16.18,3.69,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.6,21.1,63.7
MH_PUNE_556963,Kambleshwar,Kambleshwar,Baramati,Pune,18.0671,74.45684,147.4,15.95,-12.0,533.8,42.7,469.8,597.9,3.0,234.9,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-6.871912352754001,9.12,5.6,13.33,1.56,16.13,3.79,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.6,21.1,63.6
MH_PUNE_556962,Pandharwadi,Pandharwadi,Baramati,Pune,18.07383,74.43713,145.5,17.31,-12.0,531.0,42.5,467.3,594.8,3.0,234.2,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-6.80124087795993,9.19,4.69,12.95,2.01,15.85,3.67,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.6,21.1,63.7
MH_PUNE_556965,Shirawali,Shirawali,Baramati,Pune,18.08003,74.50121,152.28,11.4,-12.0,526.8,42.1,463.6,589.9,3.0,236.5,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-7.039019084387031,9.01,5.04,12.93,1.61,15.44,3.69,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.7,21.2,63.6
MH_PUNE_556964,Sangavi,Sangavi,Baramati,Pune,18.07524,74.47612,149.57,13.77,-12.0,530.2,42.4,466.6,593.8,3.0,235.6,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-6.957880829987494,9.05,5.39,13.03,1.67,16.38,3.77,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.6,21.1,63.6
MH_PUNE_556952,Pandare,Pandare,Baramati,Pune,18.12367,74.44161,147.16,14.91,-12.0,555.5,44.4,488.9,622.1,3.0,234.3,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-6.883187250372794,6.18,2.44,10.23,0.0,12.81,3.4,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.4,20.9,62.5
MH_PUNE_556884,Karhati,Karhati,Baramati,Pune,18.27688,74.41293,149.19,22.59,-12.0,594.8,47.6,523.4,666.2,3.0,233.3,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-6.4063674444932746,6.62,2.36,11.04,0.0,13.33,3.53,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.2,20.7,62.6
MH_PUNE_556882,Sherechiwadi,Sherechiwadi,Baramati,Pune,18.28315,74.34806,143.03,28.62,-11.7,608.1,48.6,535.2,681.0,3.0,230.9,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-5.889929423229312,7.17,3.0,11.83,0.3,14.48,3.64,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.1,20.6,62.9
MH_PUNE_556883,Baburdi,Baburdi,Baramati,Pune,18.27566,74.36549,144.45,26.62,-12.0,602.5,48.2,530.2,674.8,3.0,231.5,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-6.06722322522889,7.01,3.39,10.32,0.0,13.14,3.41,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.1,20.6,62.8
MH_PUNE_556896,Sonvadisupe,Sonvadisupe,Baramati,Pune,18.25863,74.49175,156.38,15.26,-12.0,598.4,47.9,526.5,670.2,3.0,236.2,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-6.875109696613693,6.27,2.31,9.9,0.0,13.57,3.46,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.1,20.6,62.5
MH_PUNE_556907,Tardoli,Tardoli,Baramati,Pune,18.24783,74.33046,139.9,28.52,-11.3,617.8,49.4,543.7,691.9,3.0,230.2,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,1.12,-5.891893294944779,14.47,10.77,18.87,6.42,21.5,3.8,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.6,20.1,65.8
MH_PUNE_556908,Loni Bhapkar,Loni Bhapkar,Baramati,Pune,18.23216,74.36823,143.08,24.16,-12.0,606.4,48.5,533.7,679.2,3.0,231.6,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-6.263335547340047,6.54,2.95,9.71,0.0,13.21,3.39,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.1,20.6,62.6
MH_PUNE_556886,Jalgaon Supe,Jalgaon Supe,Baramati,Pune,18.24548,74.45372,152.11,17.05,-12.0,584.0,46.7,513.9,654.0,3.0,234.8,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-6.767412976713028,6.41,2.29,9.62,0.0,13.42,3.41,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.2,20.7,62.6
MH_PUNE_556914,Bhilarwadi,Bhilarwadi,Baramati,Pune,18.17735,74.47107,151.66,11.9,-12.0,580.0,46.4,510.4,649.6,3.0,235.4,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-6.998060220437816,6.14,2.41,10.18,0.0,13.03,3.48,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.3,20.8,62.5
MH_PUNE_556910,Malwadilate,Malwadilate,Baramati,Pune,18.22905,74.40388,146.54,20.58,-12.0,588.7,47.1,518.0,659.3,3.0,232.9,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-6.533731886217227,6.47,2.07,10.04,0.0,13.09,3.42,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.2,20.7,62.6
MH_PUNE_556913,Karhavagaj,Karhavagaj,Baramati,Pune,18.2182,74.43531,149.32,17.06,-12.0,584.6,46.8,514.4,654.8,3.0,234.1,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-6.7565852780372415,6.31,1.88,10.33,0.0,12.78,3.47,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.2,20.7,62.5
MH_PUNE_556902,Barhanpur,Barhanpur,Baramati,Pune,18.21275,74.52044,157.75,9.4,-12.0,559.7,44.8,492.5,626.9,3.0,237.3,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-7.087461152750414,5.99,2.09,9.45,0.0,12.84,3.45,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.4,20.9,62.4
MH_PUNE_556912,Anjangaon,Anjangaon,Baramati,Pune,18.22192,74.4856,154.52,12.78,-12.0,568.4,45.5,500.1,636.6,3.0,236.0,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-6.970966354065481,6.06,1.95,9.87,0.0,12.93,3.46,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.3,20.8,62.4
MH_PUNE_556920,Masalwadi,Masalwadi,Baramati,Pune,18.22103,74.32811,138.67,27.76,-11.3,615.7,49.3,541.8,689.7,3.0,230.1,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,1.12,-5.964812561266869,14.72,10.53,18.29,7.35,21.68,3.67,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.6,20.1,65.9
MH_PUNE_556909,Sayambachiwadi,Sayambachiwadi,Baramati,Pune,18.20976,74.38158,143.63,21.99,-12.0,608.6,48.7,535.6,681.7,3.0,232.1,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-6.431945267848235,6.58,2.83,10.51,0.0,13.08,3.4,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.1,20.6,62.6
MH_PUNE_556921,Moralwadi,Moralwadi,Baramati,Pune,18.19641,74.30327,135.31,29.69,-10.9,586.1,46.9,515.7,656.4,3.0,229.2,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,1.8,-5.81279346076432,15.34,11.65,19.04,7.73,22.4,3.73,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.2,20.7,66.1
MH_PUNE_556911,Jalgaon Kade Pathar,Jalgaon Kade Pathar,Baramati,Pune,18.18953,74.47136,152.06,12.29,-12.0,577.3,46.2,508.0,646.6,3.0,235.4,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-6.98389749294658,6.05,2.11,9.28,0.0,12.7,3.28,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.3,20.8,62.4
MH_PUNE_556903,Nepat Valan,Nepat Valan,Baramati,Pune,18.18674,74.50151,155.04,9.24,-12.0,565.0,45.2,497.2,632.8,3.0,236.6,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-7.086397688095035,5.94,2.07,9.57,0.0,11.85,3.25,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.4,20.9,62.4
MH_PUNE_556904,Medad,Medad,Baramati,Pune,18.17654,74.51793,156.42,7.19,-12.0,556.8,44.5,490.1,623.6,3.0,237.2,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-7.135623661876104,6.09,2.11,9.73,0.0,12.61,3.41,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.4,20.9,62.4
MH_PUNE_556926,Kanadwadi,Kanadwadi,Baramati,Pune,18.1795,74.32651,137.07,26.98,-11.3,575.8,46.1,506.6,644.9,3.0,230.1,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,1.12,-6.055892636568065,14.54,10.88,18.88,6.44,20.94,3.79,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.9,20.4,65.8
MH_PUNE_556919,Palshiwadi,Palshiwadi,Baramati,Pune,18.19918,74.3303,138.12,26.94,-11.3,602.9,48.2,530.6,675.2,3.0,230.2,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,1.12,-6.045159839492926,14.51,10.46,18.71,6.57,21.57,3.83,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.7,20.2,65.8
MH_PUNE_556917,Mudhale,Mudhale,Baramati,Pune,18.17781,74.37967,142.39,21.39,-12.0,593.9,47.5,522.6,665.1,3.0,232.0,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-6.484152845707858,6.44,2.8,10.2,0.0,13.35,3.48,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.2,20.7,62.6
MH_PUNE_557026,Hinganewadi,Hinganewadi,Indapur,Pune,18.08839,74.68735,171.78,13.25,-12.0,525.6,42.0,462.6,588.6,3.0,243.4,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-7.014843758642674,8.96,5.35,12.63,1.22,15.46,3.62,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.7,21.2,63.6
MH_PUNE_557015,Nimbodi,Nimbodi,Indapur,Pune,18.16032,74.68416,173.04,11.07,-12.0,552.7,44.2,486.4,619.0,3.0,243.3,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-7.059703947710125,6.07,2.6,9.28,0.0,12.22,3.24,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.4,20.9,62.4
MH_PUNE_556977,Dorlewadi,Dorlewadi,Baramati,Pune,18.10367,74.59924,162.95,5.54,-12.0,525.5,42.0,462.5,588.5,3.0,240.2,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-7.164315908655073,8.81,5.27,12.36,1.17,15.51,3.6,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.7,21.2,63.5
MH_PUNE_556541,Shivatkar,Shivatkar,Haveli,Pune,18.12629,74.21235,123.81,38.94,-9.2,556.8,44.5,490.1,623.6,3.0,225.9,12.0,14.0,8.0,48.0,14.0,4.0,0.0,20.0,29.5,21.0,1.76,-5.1251900678256614,16.07,12.4,19.65,8.46,23.03,3.71,MODERATE,Rain-Shadow Plateau Topography,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,30.3,21.8,66.4
MH_PUNE_557013,Shindewadi,Shindewadi,Indapur,Pune,18.17035,74.70852,175.8,13.77,-12.0,564.7,45.2,496.9,632.5,3.0,244.2,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-6.992665984840638,6.01,2.18,9.33,0.0,12.75,3.42,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.4,20.9,62.4
MH_PUNE_557014,Kazad,Kazad,Indapur,Pune,18.16753,74.73543,178.5,16.54,-12.0,566.5,45.3,498.5,634.4,3.0,245.2,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-6.916314707713246,6.15,2.46,9.54,0.0,12.62,3.35,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.4,20.9,62.5
MH_PUNE_556972,Katewadi,Katewadi,Baramati,Pune,18.13961,74.664,170.46,8.95,-12.0,551.6,44.1,485.4,617.7,3.0,242.6,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-7.105159369515348,6.06,1.46,9.68,0.0,12.56,3.41,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.4,20.9,62.4
MH_PUNE_556971,Kanheri,Kanheri,Baramati,Pune,18.15273,74.64114,168.42,6.47,-12.0,545.3,43.6,479.9,610.7,3.0,241.7,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-7.148085475149057,6.09,2.21,9.84,0.0,12.79,3.36,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.5,21.0,62.4
MH_PUNE_556973,Pimpali,Pimpali,Baramati,Pune,18.13088,74.62308,166.03,5.02,-12.0,535.1,42.8,470.9,599.3,3.0,241.1,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-7.1682345422542175,8.88,5.27,12.96,1.01,15.65,3.69,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.6,21.1,63.6
MH_PUNE_556974,Gunwadi,Gunwadi,Baramati,Pune,18.12545,74.58468,161.94,2.77,-12.0,531.3,42.5,467.6,595.1,3.0,239.6,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-7.191902377268601,8.92,4.98,11.99,1.12,15.85,3.74,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.6,21.1,63.6
MH_PUNE_557017,Sansar,Sansar,Indapur,Pune,18.13269,74.70511,174.56,13.36,-12.0,544.3,43.5,479.1,609.6,3.0,244.1,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-7.006733688728916,9.01,5.55,13.08,1.48,15.48,3.69,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.5,21.0,63.6
MH_PUNE_556976,Malad,Malad,Baramati,Pune,18.12085,74.5519,158.45,4.4,-12.0,544.3,43.5,479.0,609.5,3.0,238.4,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-7.17895737403419,8.84,4.97,12.69,1.44,15.54,3.64,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.5,21.0,63.5
MH_PUNE_557018,Bhawaninagar,Bhawaninagar,Indapur,Pune,18.1338,74.6845,172.45,11.19,-12.0,550.5,44.0,484.5,616.5,3.0,243.3,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-7.058549870072525,6.1,2.0,9.09,0.0,13.0,3.36,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.5,21.0,62.4
MH_PUNE_557024,Belewadi,Belewadi,Indapur,Pune,18.10689,74.70106,173.58,13.66,-12.0,532.3,42.6,468.4,596.2,3.0,243.9,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-7.002182754336292,9.12,5.24,13.18,1.03,16.03,3.78,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.6,21.1,63.6
MH_PUNE_556950,Pawnewadi,Pawnewadi,Baramati,Pune,18.11114,74.52613,155.55,7.15,-12.0,533.2,42.7,469.1,597.2,3.0,237.5,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-7.138084331661595,8.82,5.25,12.46,0.83,15.18,3.7,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.6,21.1,63.5
MH_PUNE_556978,Zaragadwadi,Zaragadwadi,Baramati,Pune,18.10476,74.64222,167.43,8.28,-12.0,521.0,41.7,458.5,583.6,3.0,241.8,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-2.52,-7.120381113938213,9.78,5.93,14.0,2.27,16.66,3.82,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.7,21.2,63.9
MH_PUNE_556970,Rui,Rui,Baramati,Pune,18.18807,74.61321,166.48,5.5,-12.0,564.3,45.1,496.6,631.9,3.0,240.7,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-6.56,-7.165375102008807,5.9,2.07,9.78,0.0,11.99,3.25,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.4,20.9,62.4
MH_PUNE_556979,Dhekalwadi,Dhekalwadi,Baramati,Pune,18.09707,74.66926,170.08,11.12,-12.0,525.4,42.0,462.4,588.4,3.0,242.8,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-7.06383755380176,8.96,4.76,13.01,1.45,15.83,3.72,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.7,21.2,63.6
MH_PUNE_557020,Kardanwadi,Kardanwadi,Indapur,Pune,18.09957,74.73985,177.46,17.8,-12.0,542.2,43.4,477.1,607.3,3.0,245.4,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-6.890520357136487,9.09,5.74,13.33,0.87,16.02,3.75,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.6,21.1,63.6
MH_PUNE_557027,Udhat,Udhat,Indapur,Pune,18.07019,74.7079,173.58,16.17,-12.0,523.5,41.9,460.6,586.3,3.0,244.2,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-6.941212275832858,9.13,5.2,13.01,1.54,16.0,3.77,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.7,21.2,63.7
MH_PUNE_556984,Shetphalgadhe,Shetphalgadhe,Indapur,Pune,18.26262,74.68958,176.45,17.05,-12.0,544.1,43.5,478.9,609.4,3.0,243.5,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-6.884301184004532,9.26,5.55,13.25,1.75,15.53,3.65,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.5,21.0,63.7
MH_PUNE_557019,Jachakvasti,Jachakvasti,Indapur,Pune,18.09591,74.71709,175.03,15.69,-12.0,529.3,42.3,465.9,592.8,3.0,244.5,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-6.950536280183471,9.13,5.49,12.97,1.28,15.8,3.69,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.6,21.1,63.7
MH_PUNE_557025,Sapkalwadi,Sapkalwadi,Indapur,Pune,18.10331,74.68414,171.75,12.17,-12.0,538.4,43.1,473.8,603.1,3.0,243.3,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-7.0390891539924905,8.92,5.36,12.98,1.05,15.9,3.73,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.6,21.1,63.6
MH_PUNE_557034,Tawashi,Tawashi,Indapur,Pune,18.07323,74.68028,170.76,13.61,-12.0,518.5,41.5,456.3,580.8,3.0,243.2,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-2.53,-7.0080650227120245,9.92,5.82,13.89,2.4,16.44,3.72,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.7,21.2,64.0
MH_PUNE_557023,Pawarwadi,Pawarwadi,Indapur,Pune,18.08055,74.72725,175.79,17.37,-12.0,524.0,41.9,461.2,586.9,3.0,244.9,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-6.905941675182964,8.99,5.31,13.3,1.33,15.89,3.74,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.7,21.2,63.6
MH_PUNE_557028,Paritwadi,Paritwadi,Indapur,Pune,18.06538,74.74305,177.17,19.63,-12.0,527.6,42.2,464.3,590.9,3.0,245.5,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-3.47,-6.842305406349253,9.27,5.41,12.77,1.48,15.75,3.67,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.7,21.2,63.7
MH_PUNE_557032,Mankarwadi,Mankarwadi,Indapur,Pune,18.05852,74.72085,174.73,18.03,-12.0,516.2,41.3,454.3,578.2,3.0,244.7,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-2.53,-6.890616951361126,10.09,6.42,13.46,2.14,16.97,3.71,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.7,21.2,64.0
MH_PUNE_557031,Bambadwadi,Bambadwadi,Indapur,Pune,18.05364,74.74515,177.19,20.48,-12.0,518.4,41.5,456.2,580.7,3.0,245.6,6.0,10.0,6.0,70.0,4.0,4.0,0.0,20.0,29.5,21.0,-2.53,-6.818747701715564,10.12,6.41,14.27,2.58,17.12,3.75,MODERATE,Horticultural Orchard Microclimate,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.7,21.2,64.0
MH_PUNE_251536,Baramati,Baramati,Haveli,Pune,18.15104,74.5509,159.1,3.08,-12.0,546.0,43.7,480.5,611.6,3.0,238.4,12.0,14.0,8.0,48.0,14.0,4.0,0.0,20.0,29.5,21.0,-6.56,-7.192214818847304,5.92,2.47,9.06,0.0,12.25,3.22,MODERATE,Riparian Godavari River Valley,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.5,21.0,62.4
