panchayat_id,panchayat_name,village_name,block_name,district_name,centroid_lat,centroid_lon,dist_to_coast_km,dist_to_water_km,historical_rain_bias,elevation_mean,elevation_std,elevation_min,elevation_max,slope_mean,aspect_mean,lulc_tree_pct,lulc_shrub_pct,lulc_grass_pct,lulc_crop_pct,lulc_urban_pct,lulc_water_pct,lulc_bare_pct,block_rain_mean,block_temp_max,block_temp_min,layer_b_deviation,layer_c_residual,downscaled_rain_pred,rain_ci_lower_80,rain_ci_upper_80,rain_ci_lower_95,rain_ci_upper_95,uncertainty_std,confidence_level,dominant_factor,downscaled_tmax_pred,downscaled_tmin_pred,downscaled_rh_pred
MH_487_551065,Khambale,Khambale,Igatpuri,Nashik,19.73286,73.6316,94.67,25.37,31.8,759.0,53.1,695.3,822.7,14.5,212.5,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-1.9370991671399587,22.24,18.24,27.8,13.44,29.92,4.19,MODERATE,Orographic Sahyadri Elevation Gradient,27.8,19.3,68.9
MH_487_551053,Manik Khamb,Manik Khamb,Igatpuri,Nashik,19.75504,73.63937,96.39,23.53,30.5,755.4,52.9,691.9,818.8,14.5,212.9,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-1.975924849499306,22.13,17.96,26.52,12.3,29.6,4.32,MODERATE,Orographic Sahyadri Elevation Gradient,27.8,19.3,68.9
MH_487_551051,Mukane,Mukane,Igatpuri,Nashik,19.80395,73.64935,97.89,19.61,28.8,751.6,52.6,688.4,814.7,14.5,213.3,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-2.0665111668845597,22.17,17.92,26.43,13.58,29.46,4.21,MODERATE,Orographic Sahyadri Elevation Gradient,27.8,19.3,68.9
MH_487_551068,Waghere,Waghere,Igatpuri,Nashik,19.76492,73.68549,101.25,25.37,2.6,728.1,51.0,666.9,789.3,14.5,214.8,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-1.9095952086522159,22.24,18.31,26.97,14.35,29.42,4.15,MODERATE,Orographic Sahyadri Elevation Gradient,28.0,19.5,68.9
MH_487_551070,Garudeshwar,Garudeshwar,Igatpuri,Nashik,19.77387,73.70116,103.15,25.72,2.2,719.1,50.3,658.8,779.5,14.5,215.4,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.41,-1.8884551463744947,23.52,19.79,28.32,13.92,30.81,4.23,MODERATE,Orographic Sahyadri Elevation Gradient,28.1,19.6,69.4
MH_487_551071,Malunje,Malunje,Igatpuri,Nashik,19.76108,73.72064,104.47,26.47,1.8,706.9,49.5,647.5,766.3,14.5,216.3,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.41,-1.8515085885351628,23.28,18.58,27.95,14.65,32.11,4.36,MODERATE,Orographic Sahyadri Elevation Gradient,28.1,19.6,69.3
MH_487_551074,Somaj,Somaj,Igatpuri,Nashik,19.74584,73.69381,101.23,27.56,2.4,722.3,50.6,661.6,783.0,14.5,215.1,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.41,-1.8806008776793997,23.57,18.75,27.55,14.41,31.16,4.22,MODERATE,Orographic Sahyadri Elevation Gradient,28.0,19.5,69.4
MH_487_551073,Mogare,Mogare,Igatpuri,Nashik,19.7437,73.70678,102.4,28.61,2.1,714.4,50.0,654.4,774.4,14.5,215.7,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.41,-1.8637959448096981,23.53,18.81,27.79,14.51,30.66,4.08,MODERATE,Orographic Sahyadri Elevation Gradient,28.1,19.6,69.4
MH_487_551072,Samnere,Samnere,Igatpuri,Nashik,19.74554,73.729,104.64,27.92,1.6,701.2,49.1,642.2,760.1,14.5,216.6,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.41,-1.8394706972379171,23.32,18.22,27.92,14.53,30.6,4.2,MODERATE,Orographic Sahyadri Elevation Gradient,28.2,19.7,69.3
MH_487_551069,Senvad Kh,Senvad Kh,Igatpuri,Nashik,19.78666,73.69454,102.9,24.22,2.4,723.7,50.7,662.8,784.5,14.5,215.2,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-1.9114947937894715,22.23,17.57,26.91,12.69,30.16,4.42,MODERATE,Orographic Sahyadri Elevation Gradient,28.0,19.5,68.9
MH_487_551055,Padli Deshmukh,Padli Deshmukh,Igatpuri,Nashik,19.80134,73.68391,101.49,22.29,2.6,730.7,51.1,669.4,792.0,14.5,214.7,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-1.9528820635173978,22.09,17.58,26.62,13.41,29.58,4.1,MODERATE,Orographic Sahyadri Elevation Gradient,28.0,19.5,68.8
MH_487_551056,Janori,Janori,Igatpuri,Nashik,19.80605,73.70313,103.37,22.38,2.2,719.4,50.4,658.9,779.9,14.5,215.5,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-1.9022021188996705,22.51,17.96,27.21,13.9,30.44,4.24,MODERATE,Orographic Sahyadri Elevation Gradient,28.1,19.6,69.0
MH_487_551057,Laxminagar,Laxminagar,Igatpuri,Nashik,19.79865,73.71143,104.38,22.81,2.0,714.1,50.0,654.1,774.1,14.5,215.9,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-1.8780816493178831,22.42,17.61,27.31,13.7,29.71,4.1,MODERATE,Orographic Sahyadri Elevation Gradient,28.1,19.6,69.0
MH_487_551061,Nandgaon Bk,Nandgaon Bk,Igatpuri,Nashik,19.79787,73.72957,106.26,22.28,1.6,703.2,49.2,644.1,762.2,14.5,216.6,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-1.8368780996206804,22.48,18.49,26.61,13.33,29.79,4.15,MODERATE,Orographic Sahyadri Elevation Gradient,28.2,19.7,69.0
MH_487_551058,Krishnanagar,Krishnanagar,Igatpuri,Nashik,19.80383,73.72939,106.12,21.65,1.6,703.5,49.2,644.5,762.6,14.5,216.6,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-1.8358887958998815,22.49,18.61,26.52,13.65,30.52,4.29,MODERATE,Orographic Sahyadri Elevation Gradient,28.2,19.7,69.0
MH_487_551044,Gadgadsangvi,Gadgadsangvi,Igatpuri,Nashik,19.87334,73.64811,96.58,14.4,29.0,755.4,52.9,692.0,818.9,14.5,213.2,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-2.2140755973877453,22.05,18.02,25.86,13.46,29.66,4.12,MODERATE,Orographic Sahyadri Elevation Gradient,27.8,19.3,68.8
MH_487_551045,Murambi,Murambi,Igatpuri,Nashik,19.84122,73.64675,96.91,16.42,29.3,754.8,52.8,691.4,818.2,14.5,213.2,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-2.159929688413053,22.1,17.38,26.69,13.21,30.23,4.35,MODERATE,Orographic Sahyadri Elevation Gradient,27.8,19.3,68.8
MH_487_551047,Lahamagewadi,Lahamagewadi,Igatpuri,Nashik,19.88004,73.69375,101.24,15.83,2.4,728.4,51.0,667.2,789.6,14.5,215.1,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-1.9549580136008282,22.37,17.36,26.86,13.63,29.48,4.2,MODERATE,Orographic Sahyadri Elevation Gradient,28.0,19.5,68.9
MH_487_551046,Wadivarhe,Wadivarhe,Igatpuri,Nashik,19.85619,73.6754,99.65,17.83,2.8,738.3,51.7,676.2,800.3,14.5,214.4,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-2.0419635148817585,22.26,17.41,26.48,14.7,29.79,4.0,MODERATE,Orographic Sahyadri Elevation Gradient,27.9,19.4,68.9
MH_487_551050,Gondedumala,Gondedumala,Igatpuri,Nashik,19.83004,73.68347,100.9,20.17,2.6,732.3,51.3,670.7,793.8,14.5,214.7,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-1.9831007682834327,22.02,17.15,27.42,13.1,29.32,4.22,MODERATE,Orographic Sahyadri Elevation Gradient,28.0,19.5,68.8
MH_487_551049,Kurhegaon,Kurhegaon,Igatpuri,Nashik,19.83164,73.69941,102.52,19.99,2.3,722.8,50.6,662.1,783.5,14.5,215.4,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-1.9241844537125252,22.19,17.7,25.7,12.6,30.04,4.36,MODERATE,Orographic Sahyadri Elevation Gradient,28.0,19.5,68.9
MH_487_551048,Belgaon Kurhe,Belgaon Kurhe,Igatpuri,Nashik,19.844,73.7161,104.04,17.98,1.9,713.3,49.9,653.4,773.2,14.5,216.1,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-1.8621167245216232,22.24,17.76,26.37,13.61,30.21,4.3,MODERATE,Orographic Sahyadri Elevation Gradient,28.1,19.6,68.9
MH_487_551059,Nandurvaidya,Nandurvaidya,Igatpuri,Nashik,19.82577,73.74169,106.99,18.95,1.3,697.1,48.8,638.6,755.7,14.5,217.2,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-1.7934086573766523,22.25,17.35,27.24,13.49,30.25,4.32,MODERATE,Orographic Sahyadri Elevation Gradient,28.2,19.7,68.9
MH_487_551060,Sakur,Sakur,Igatpuri,Nashik,19.79586,73.77302,110.77,21.66,0.6,677.0,47.4,620.1,733.9,14.5,218.5,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-1.7627351105710933,22.59,17.92,27.11,14.55,30.26,4.1,MODERATE,Orographic Sahyadri Elevation Gradient,28.3,19.8,69.0
MH_487_551066,Daundat,Daundat,Igatpuri,Nashik,19.7352,73.66155,97.66,26.61,3.1,741.2,51.9,678.9,803.4,14.5,213.8,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.41,-1.9083650179003617,23.51,19.23,28.11,15.0,31.2,4.14,MODERATE,Orographic Sahyadri Elevation Gradient,27.9,19.4,69.4
MH_487_551109,Shenit,Shenit,Igatpuri,Nashik,19.80921,73.80677,114.0,20.18,-0.2,559.2,39.1,512.3,606.1,3.2,219.9,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.33,-1.7061053510731086,22.49,18.84,26.04,13.73,30.03,4.01,MODERATE,Rain-Shadow Plateau Topography,29.1,20.6,69.0
MH_487_551062,Ghoti Kh,Ghoti Kh,Igatpuri,Nashik,19.76805,73.76001,108.58,24.88,0.9,683.6,47.8,626.2,740.9,14.5,217.9,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-1.80009810773505,22.45,18.44,27.68,13.9,29.73,4.13,MODERATE,Orographic Sahyadri Elevation Gradient,28.3,19.8,69.0
MH_487_551110,Pimpalgaon Dukra,Pimpalgaon Dukra,Igatpuri,Nashik,19.77971,73.79693,112.65,23.39,0.1,661.9,46.3,606.4,717.5,14.5,219.5,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.33,-1.7555607590416962,22.75,18.6,26.91,14.73,30.44,4.18,MODERATE,Orographic Sahyadri Elevation Gradient,28.4,19.9,69.1
MH_487_551113,Kawaddara,Kawaddara,Igatpuri,Nashik,19.76427,73.78541,110.9,25.1,0.3,668.1,46.8,612.0,724.3,14.5,219.0,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.32,-1.7784917083302798,22.33,18.54,26.21,14.06,29.31,3.98,MODERATE,Orographic Sahyadri Elevation Gradient,28.4,19.9,68.9
MH_487_551111,Pimpalgaon Ghadaga,Pimpalgaon Ghadaga,Igatpuri,Nashik,19.77832,73.8222,115.05,23.78,-0.5,557.3,39.0,510.5,604.1,3.2,220.5,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,0.78,-1.7427352853278446,20.89,16.63,25.14,11.91,28.32,4.19,MODERATE,Rain-Shadow Plateau Topography,29.1,20.6,68.4
MH_487_551112,Ninavi,Ninavi,Igatpuri,Nashik,19.75898,73.82174,114.24,25.9,-0.5,557.4,39.0,510.6,604.2,3.2,220.5,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,0.78,-1.762363019226178,20.93,17.03,25.0,12.36,28.29,4.21,MODERATE,Rain-Shadow Plateau Topography,29.1,20.6,68.4
MH_487_551118,Dhamangaon,Dhamangaon,Igatpuri,Nashik,19.73123,73.76642,107.75,28.88,0.8,678.1,47.5,621.1,735.1,14.5,218.2,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.41,-1.810052556588578,23.37,19.56,28.1,14.93,30.46,4.08,MODERATE,Orographic Sahyadri Elevation Gradient,28.3,19.8,69.3
MH_487_551114,Bharvir Kh,Bharvir Kh,Igatpuri,Nashik,19.74153,73.78912,110.37,27.63,0.2,664.9,46.5,609.1,720.7,14.5,219.1,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.42,-1.7906944337672068,23.62,19.23,28.33,14.65,31.52,4.32,MODERATE,Orographic Sahyadri Elevation Gradient,28.4,19.9,69.4
MH_487_551120,Gambhirwadi,Gambhirwadi,Igatpuri,Nashik,19.72059,73.7747,108.17,30.0,0.6,672.6,47.1,616.1,729.1,14.5,218.5,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.41,-1.8088311181026278,23.33,18.64,27.37,15.18,31.15,4.21,MODERATE,Orographic Sahyadri Elevation Gradient,28.7,20.2,69.3
MH_487_551119,Adsare Kh,Adsare Kh,Igatpuri,Nashik,19.71294,73.77941,108.36,30.83,0.5,669.4,46.9,613.2,725.7,14.5,218.7,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.41,-1.8091200661724889,23.41,19.24,27.47,14.98,31.19,4.11,MODERATE,Orographic Sahyadri Elevation Gradient,28.7,20.2,69.4
MH_487_551116,Bhandardarawadi,Bhandardarawadi,Igatpuri,Nashik,19.72504,73.82945,113.76,29.75,-0.7,556.5,39.0,509.7,603.3,3.2,220.8,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,0.78,-1.780435248407737,20.92,16.87,25.33,11.9,28.34,4.23,MODERATE,Rain-Shadow Plateau Topography,29.4,20.9,68.4
MH_487_551115,Bharvir Bk,Bharvir Bk,Igatpuri,Nashik,19.73529,73.81109,112.3,28.41,-0.2,558.7,39.1,511.7,605.6,3.2,220.1,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.42,-1.782896541297333,23.51,18.81,27.6,14.72,30.94,4.2,MODERATE,Rain-Shadow Plateau Topography,29.1,20.6,69.4
MH_487_551117,Adsare Bk,Adsare Bk,Igatpuri,Nashik,19.7028,73.79911,109.97,31.95,0.0,657.2,46.0,602.0,712.4,14.5,219.6,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.42,-1.8029294357633683,23.51,19.57,27.66,15.3,30.58,3.88,MODERATE,Orographic Sahyadri Elevation Gradient,28.8,20.3,69.4
MH_487_551132,Taked Kh,Taked Kh,Igatpuri,Nashik,19.6848,73.7759,107.05,33.97,0.5,670.3,46.9,614.0,726.6,14.5,218.6,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.06,-1.821661747560016,22.88,18.69,27.36,14.05,30.95,4.22,MODERATE,Orographic Sahyadri Elevation Gradient,28.7,20.2,69.2
MH_487_551123,Pimpalgaon Mor,Pimpalgaon Mor,Igatpuri,Nashik,19.69963,73.68951,98.98,31.51,2.5,722.8,50.6,662.1,783.5,14.5,215.0,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.41,-1.8644560841354598,23.64,18.79,28.72,14.97,31.33,4.14,MODERATE,Orographic Sahyadri Elevation Gradient,28.4,19.9,69.5
MH_487_551122,Dhamani,Dhamani,Igatpuri,Nashik,19.69535,73.70908,100.76,33.03,2.0,710.8,49.8,651.1,770.6,14.5,215.8,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.41,-1.8539558473972682,23.45,19.0,27.36,14.75,30.71,4.12,MODERATE,Orographic Sahyadri Elevation Gradient,28.4,19.9,69.4
MH_487_551121,Belgaon Tarhale,Belgaon Tarhale,Igatpuri,Nashik,19.71066,73.73044,103.43,31.68,1.6,698.7,48.9,640.0,757.4,14.5,216.7,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.41,-1.8393098984535072,23.32,18.88,27.45,15.12,31.1,3.98,MODERATE,Orographic Sahyadri Elevation Gradient,28.5,20.0,69.3
MH_487_551075,Ubhade,Ubhade,Igatpuri,Nashik,19.72753,73.67961,99.1,28.34,2.7,730.0,51.1,668.7,791.3,14.5,214.5,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.41,-1.8826127783081632,23.37,18.99,27.61,14.14,31.68,4.44,MODERATE,Orographic Sahyadri Elevation Gradient,28.0,19.5,69.3
MH_487_551067,Umbarkon,Umbarkon,Igatpuri,Nashik,19.74636,73.66859,98.82,25.96,3.0,737.4,51.6,675.5,799.4,14.5,214.1,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.41,-1.9142433323249282,23.46,19.61,27.82,14.29,30.64,4.18,MODERATE,Orographic Sahyadri Elevation Gradient,27.9,19.4,69.4
MH_487_551129,Ghodewadi,Ghodewadi,Igatpuri,Nashik,19.69124,73.75378,105.06,33.44,1.0,683.8,47.9,626.4,741.3,14.5,217.7,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.06,-1.8307992982413444,23.15,18.82,27.58,13.93,31.16,4.25,MODERATE,Orographic Sahyadri Elevation Gradient,28.6,20.1,69.3
MH_487_551130,Sherawadi,Sherawadi,Igatpuri,Nashik,19.70216,73.76748,106.8,32.09,0.7,676.1,47.3,619.3,732.9,14.5,218.2,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.41,-1.819566105195937,23.39,19.34,27.6,14.68,30.78,4.2,MODERATE,Orographic Sahyadri Elevation Gradient,28.7,20.2,69.4
MH_487_551131,Taked Bk,Taked Bk,Igatpuri,Nashik,19.6934,73.76265,106.02,33.1,0.8,678.6,47.5,621.6,735.6,14.5,218.0,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.41,-1.825299183804708,23.4,19.07,28.0,14.42,31.22,4.28,MODERATE,Orographic Sahyadri Elevation Gradient,28.6,20.1,69.4
MH_487_551128,Bambalewadi,Bambalewadi,Igatpuri,Nashik,19.70036,73.75529,105.52,32.41,1.0,683.3,47.8,626.0,740.7,14.5,217.7,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,3.41,-1.8268861720728375,23.41,18.76,26.76,13.86,30.28,4.19,MODERATE,Orographic Sahyadri Elevation Gradient,28.6,20.1,69.4
MH_487_551023,Shevgedang,Shevgedang,Igatpuri,Nashik,19.8442,73.54794,86.65,10.82,43.0,814.2,57.0,745.8,882.6,14.5,209.0,52.0,18.0,8.0,16.0,2.0,4.0,0.0,22.5,29.5,21.0,2.76,-2.696900196648058,21.91,17.18,26.65,13.5,29.66,4.25,MODERATE,Orographic Sahyadri Elevation Gradient,27.4,18.9,68.8
